id,forager_id,item_id,kg
aecff5b1-2c75-4f46-9ade-0743117f99e4,f8cb1773-383a-4fae-a29a-1c1bde2282aa,10,2.42796764109655
c20fd84b-0ea6-4a60-b03a-556c4e89ee67,6a0ca402-2f8a-47cc-8ce1-801cf00297ab,9,4.39418363575553
8434aa8f-8d4b-4809-8ba3-01258dfd1b8a,8771ce06-47c5-4fe1-948a-54d3bd988aa8,13,3.74623442927666
4094fab6-3243-4f23-b916-2657cf06b031,399c631d-3cbd-4fc3-886e-62e994cd48ea,19,4.71207465017777
ee2169c3-c66c-43f9-90c7-b65f24091435,5457efda-c8c5-4bd0-ac4e-9d6980583fdd,2,2.54376359155577
b252ff2d-ca4e-4b5e-9ed1-b97df4445841,17394ebd-971d-43b2-88bd-b7fccbd23051,6,2.82141592238164
a8dee637-3fbd-44e9-b2dd-f35814d85df4,41e56a3c-0f36-463f-9b08-c3d053ead558,17,1.79034343757217
4d8fca91-5a94-4119-adc1-6dbe656cb7e0,d803ae76-14ab-415e-84d2-33150a903ee1,16,4.18771149771647
fa7cefc5-818c-4991-97e3-d6958d63e11e,4be51cad-b1fb-42be-b596-03c144857d76,23,0.754559147383347
9a3a2567-62ab-4d67-853b-1710e1e2f3ac,07ceb6bd-f717-4d8d-8d6e-a26daf5fd6d6,23,3.48868506876225
6ff8806a-8478-4649-8838-43862d86aaac,685ac51a-207c-4436-b533-b0fd98d03e17,24,4.35535502343222
8b3ae64c-9f01-4672-a9a5-d8d7224c9385,bc186853-8d47-4693-ac3e-4978c2f84bee,6,1.41899379488034
2bb3cdad-99a4-4ae6-88a5-b60f3df8e8a6,b72ddf8b-34d8-47c9-9e38-4cc1c6b323ae,22,1.24920784539972
2c12f873-98c1-472b-8784-634832defdd9,7b290408-86c4-4f00-8dd4-cae7b6ac63bb,26,1.17984760826446
1c2f33c9-f807-4870-9ffb-5231e2fee000,89cd0a71-51ee-4862-a117-2a3eb4f5991b,20,4.94741096843379
da44bb46-4fe1-490b-85b6-1d39aec1ce58,ff541412-b930-41c9-8abb-ddbfd6e44689,27,0.985668956155734
543300ea-2745-4fd6-9271-e837de5904c8,b2e5fd50-40df-4df7-b95b-d3c3353cc433,13,0.578617213889312
ca481cbd-4a6e-42fe-b057-a05b2f4f7881,817295aa-5ecd-40de-b743-7a6d1da768e3,2,3.66258256293954
cf8fb7d4-ad9a-43da-9574-8f9e0dedf671,d5ad6341-104a-4d2e-b189-9062a3985613,15,2.9516420828419
034b6d80-eed1-4340-8ef4-7f55c7111286,2796210c-d344-492a-bae4-f253074e8ce2,26,4.67597984446957
db46495d-a31c-4a0f-b656-a0259a0a8407,e4c27eea-a2ba-47e5-8764-8418cd568773,7,4.07878614439572
4ad9ec68-c076-4c50-81f8-cb71b022ef36,d04d1b80-e289-40ef-915b-738b4f7c1c4c,6,4.38177903140047
a650320c-83f1-46a0-b79e-6a502481c71f,bb724f8f-782f-49bf-9bed-8b01ed148e93,16,0.814191852935679
fa2e0a3b-6cac-4eed-b2d9-92a649519a6e,e0c54757-8f1e-40b5-a50d-e362e54cac98,7,2.47856554211051
452107a6-24cd-4f4a-ad4e-466a1edce5b4,7a8d74fb-2397-47f5-9aeb-1b83c238ec80,25,2.33363775863947
7009b8a6-7b64-4a26-8493-5b4eb63d0825,53721ced-38c1-485b-87ba-4385c6864f24,17,1.26615063099477
897efb81-5ac6-40ea-8c3a-6cff727bab74,33fa6be0-368a-449c-bf7c-884053819076,13,3.73306531851788
55395f24-ea39-41fd-b834-dfb6b37d0faa,c0390e2b-6850-4bbb-9b0e-0dae9690b32c,18,2.94115102740058
36b4ba80-1a4c-4b62-99af-ce04a5575375,82b73477-8cc7-468b-b84b-3576cc41aec2,18,2.48764954842052
212fb338-6435-401f-b451-40d1e32df918,773dde59-b82a-427a-9ff6-0812bee29102,5,0.216956087349428
3a3fbeff-406a-4680-b5a4-ab1bd00171e8,90bfac5d-8253-48bc-b274-d7407e9ef87b,2,3.96610468563908
4c0c9f14-34d7-4461-89a9-b6ed6a4fdd75,9cd2a2c7-6ab1-444e-9814-1c6ac9a442e1,1,0.405037235517538
b113576c-3d65-45f7-8b06-6de48dcbf8a2,c98714ec-349c-4079-a010-b531a04f7855,5,0.525457447034054
1c5e8f66-f90d-4223-8766-fac47094835d,68a99ecf-3cde-476c-8b9b-df373578b8e4,23,0.423855425381966
fe72bd9e-55cd-4f7f-b5f0-a2f14f817324,d1cc5eb4-ebdb-4f25-9323-8446cadc2b90,6,4.69892720896701
be6d275d-ab37-41e2-97c3-9b955bce07b0,5ef5ad8b-d02f-49be-ae8b-fe64bdd25df3,8,0.730595193072499
afc35a9b-b3a1-40bf-bac0-f047cc7d31af,85705f4d-2276-4258-9f73-1b2815d61c16,15,3.52700832217327
cbca5e50-f1cb-4297-875f-10c165554a5b,202a5ac5-0ba7-4259-8262-0c7300b86848,3,3.39343057158097
f2208514-a765-4a88-a72e-fff11b6a4b22,1dd77480-7a5d-4ba1-a5b6-21a124982a85,23,1.81586973905371
4dd779b7-8ef7-4434-b639-1dbf6f52e613,7f3f36f9-73a3-47b9-ad73-5b38c83de21a,5,3.97056717596509
21f70f99-5544-4b81-98bb-85a274d9e60b,ede440a5-eb74-4481-80e7-a719b77c175b,26,1.58702784510657
dbfd850b-a6e6-43ec-b487-ca311b052d71,1f0b972d-4456-4a29-8119-ec4f398cc00b,15,3.13276413494384
06ba4395-cda6-4610-9677-493cb7b7a9b9,a9c1fb67-ead3-4eaf-9c58-c52f409c0709,14,2.15128562965025
0d48a7f5-200f-4271-8375-04a020e86465,67296389-e7d2-4f08-91df-eed861880159,21,3.04079031932204
815c30e4-0e15-4646-bee4-eb2b610e734f,77dfbe8d-e2da-42dc-a1eb-9dcb7ebc76c1,17,0.286981558886814
570e1ae0-27d4-4f25-98d4-99fb3eafb953,ba3ebea1-6d3b-4b31-8e2b-5f74f61e7ebb,2,4.44042188075391
22081439-0c2c-4b8c-b0cf-ac80f4ae32eb,4c2e8e1c-80cb-4c3e-bcd2-26910e77f8b7,8,2.5662062746781
222c3848-72d3-45b7-a51f-424bb1640c00,aaf63abc-bc9b-40be-84c5-df41c7905488,16,1.12497493895934
ffeddb20-2ed6-4e83-89da-b550011a750a,043a6a9b-a02c-4c9e-b385-262e64fc34c6,9,3.16443888371086
14645703-5fec-4f9c-9d0a-4fedc664c1f0,bc0e5223-a635-4108-94b6-ee3a4974f056,13,4.19830195554453
3a8a4bc1-abc9-498a-b25b-b27c54c11c42,1e9043f9-dd85-4ee5-b487-c6fc3d5e3a45,26,4.54544447792947
65b0b601-7a8b-4b37-993b-4cae65d0445c,0a408680-4f06-4709-b908-35772162ec85,25,1.98786426879832
66741753-3b7c-445d-b06b-2319f8d957e5,0b429f55-8135-450a-aa3d-15a850662c9d,6,2.62921367181894
ee73801d-a14a-4b0d-9dbd-85fbef4d9d71,ef3eb73d-a0ec-4cfe-8991-21f6c4ec9be3,17,2.84903153197329
a5b21960-fd29-4c4d-a1e8-3916435d3723,f70792e6-50aa-4b68-87f9-051db38798fe,9,1.61668996387939
95f23bd8-242c-4822-b203-aefde76f7b55,4efe6cd8-65fa-4e26-bac5-37f9ac24caea,14,2.62431060305066
895f1a91-1dd0-42b5-a368-781bb2854079,7bfb954f-7a71-4cf6-bcb6-463736efd814,16,3.05302718782473
886d3799-fb7f-4dde-8656-3fd20626bb2d,69c1fdad-f950-493a-93c8-47d5690bdbef,6,1.88840559524875
fb94c9b5-8adb-4a6e-ba33-62daa3706bfb,06bf6315-90ea-4bd2-bfdb-2683e93011d6,2,3.02672583271131
110be70e-3074-4fe8-99e6-0a32e49b6692,d63796ea-1bcd-4446-8156-6bf5a7b9af3d,25,2.96354319092983
2b6666c8-f935-40a4-8cc9-c4c47a3ab7f1,fc90f4f7-9967-42e5-95bb-773cd135227f,15,3.75727936786473
39a02823-2b49-4cff-b0e8-5bb99aec1133,b4c61aa4-072e-4de8-bf60-20fa40ff8fe8,22,3.05953577754998
6a487071-c0ac-49b3-a47d-e9674435e63d,8c80febd-257e-4886-abcb-48ed3afc71ab,18,2.99079093276094
cf38d94c-a206-4453-a797-5a2484125840,f7744523-2cac-491e-b1db-82b9e998cdcf,13,4.14179348565722
38f44cbe-d4d6-49b2-b669-d419c39d0796,19564fca-6869-4875-b032-59f07e572510,1,4.36828009740835
5c1b5c4a-53fd-42bc-a575-7383834e9e85,e0c54757-8f1e-40b5-a50d-e362e54cac98,20,1.44995807956437
