id,forager_id,item_id,kg
5d81c197-527b-49dd-a2a5-3b40762258c5,7edfa48b-3429-4416-b250-e7f5da84c8ad,2,0.473843659355232
f490e490-b968-49a3-8072-fcaeaac9c4f7,52278430-ec18-4f71-a4a0-68ccab3b648e,1,4.85013745238545
42cb6f92-c9e0-45e9-9693-72a7099d6272,bd7d8d62-f199-41d4-8d7f-97320b1fc1f0,24,4.0733123052741
a75612ec-82ef-4e4d-ad20-8bf75d33f5b4,cd98de35-6d43-4de0-bc92-02eb49c9031e,25,0.262621336133509
67249929-035b-411e-a10c-72023e8abcd7,3e3b0ed1-ba41-4ba3-b07d-389cb7a90a74,4,3.14902620522726
341ce125-b533-4ddc-ac49-87ec399c2666,17e254a3-bfe8-4310-9388-67e17f97ae74,19,2.73820557977921
ed5a39ce-0153-4443-9bd8-ef03b87193d2,8114ba20-3ef1-432c-a29b-f6f1640dc7c4,27,0.401990856091488
9b52a4ab-8477-4aa2-9059-fd03a0205925,af7bd880-4a38-419b-81d0-350e4d580838,21,3.87489413543367
11c2fbb0-ed8f-43f1-bc72-1c438b1e93b7,efe51825-eedd-4900-9c16-cbe8f13e6987,25,1.34414116667776
c6378bc2-bf57-42ca-b12b-5e4310a5561d,afe5bf47-b08a-4e62-a19f-18773d7407a8,4,3.88325694882463
b645d10b-2e26-4789-8510-a376a2548c5e,8c682f2a-9a4f-4c1b-9709-28b2568017a8,23,2.76473935342614
5b35ae68-cba6-4566-b4c2-5e598955a3b9,5a5e54c1-4924-411b-ae5a-0f9fcf89bbf3,22,3.49090296923691
21bb541b-1b09-46be-a90b-5fef9ecdcbec,3f1daff4-0d08-46c9-9489-a18cc10f40d0,9,3.30816039024301
639b86af-7783-470b-bd08-bdf58ba950d1,cc43f360-f64d-4f37-9144-436e7d7dcff1,23,3.14705393875346
bb6cc846-2e05-4d58-9edc-8a8b32167a44,f0906a93-b3a0-49e8-b7aa-ad4215ad6992,2,0.475954392541179
4a1e071a-4e53-437f-86a9-57c3e055aa77,a026c6e9-adb3-4c0a-a873-a8935f20154f,25,1.88931284546354
11c4eb56-e4b3-4e6e-8d04-f81ea72f1da2,7474ba68-2ae3-4a57-beb7-60f8bd97291d,1,3.12079909388944
8619ed4e-416e-4f67-97ee-01f2411e08e6,bfcc4d02-dabd-47e9-ab5a-0c64a4a16acc,8,0.225214902276739
0a03a518-7165-477f-8741-866bb31e98e2,23a3e6cc-56c8-4f97-b7b0-11d5d1f1d2a8,5,3.42716040701008
78816d03-2812-4df2-83b9-542ba95dd8c4,dd819269-69ee-41f4-a930-f0002946a741,4,4.10983295590143
3bac8a36-a1c9-42db-ab0e-67ceba555883,045d44f0-f19f-4d75-8147-6765d10060b2,23,1.63144640686523
f1372db2-66eb-4153-a289-19f505bfdda9,648c415c-7f02-4daf-be6e-a069c9a56924,22,2.96346224502822
2bcc4a4d-4f4c-41f1-8a2b-794c9515c15a,1400fa12-7fc6-43cc-b3e9-c019ec12a088,2,0.44736542280175
decf3f0a-c59f-4dbc-9610-997bd65b5bec,2f9844ff-fbce-4d05-b92e-ca5cb7c6f6d5,20,3.98082441821733
593a0063-1e3a-4afd-91ca-556fc6e116f6,16fffc8e-19d3-4bf5-a8ce-088f7f5a9f8c,10,1.51829867447647
d19ebe17-feb4-4807-990d-5d613c87094a,53310a1b-b675-4451-be99-3dda0f5ee44d,13,2.65712418237567
92ebaee8-af56-4130-9d00-3bcd3b687f93,9bb35d94-3a22-4d9e-8bf5-ec489d844a02,4,0.359448618283238
4902317b-12ed-470c-b059-6dfcb097dca0,b54e9f99-481f-40ec-bb6a-e1ff16ce7186,13,4.73270946155894
28772a6f-ead2-4a40-a521-f8646db22ae2,c8e73ee9-f10a-4766-9ee3-a26e9d290b36,5,1.31177817751271
4cbcd414-8a03-459f-81cd-1f99a3debc33,0ca4ee68-f000-492c-b80c-528b4e54f929,12,0.906271909180224
38fb3a5c-5a2b-4500-9d8e-001862c182d9,53b28699-3036-44d1-8d1d-acb82fef353b,21,0.700442721322385
