id,forager_id,item_id,kg
dd46c1f6-aaf7-4705-bdd5-5d07bdd3bfcd,22f8f917-9697-48de-994c-a82bd5a8c778,15,2.14692549866015
8223af04-1d6a-45b5-aaa5-b6f43ffc23d5,0f2d9f45-f6cc-49b2-8aa9-cd4540c10c15,10,0.578657842836649
153f87c5-144e-48f8-bfbd-4d23b00fc17b,b54e9f99-481f-40ec-bb6a-e1ff16ce7186,6,2.16294492681648
6c14b77e-9254-4f6c-a944-ae6c48db877d,7b290408-86c4-4f00-8dd4-cae7b6ac63bb,12,4.75240383504536
f7c6ab19-39e6-4502-a22e-f1af167935c4,d1890cd0-b63c-4325-a0e0-fcdc9001ede2,5,1.8001988606994
80375dfb-cb70-4bdb-ae07-c63622ea0a1b,8fb5bd54-44e7-4e57-a7f2-32b75d333e3f,1,4.00093202884352
261144b5-80e1-46ac-875c-2da8fa8dda89,df1da132-de8c-4fac-9567-14ab38f1070d,18,2.27407310249939
06d2fa43-2841-47c4-9b92-c80b0afd0a1e,8dd0fb88-be33-4a65-961e-b1deac8f2daa,15,4.69872117480204
e52f34df-65eb-43d2-bf1d-672d1d290709,ea3d3155-368e-4220-a83a-18c13085960c,21,2.22162434222252
bccf5663-fe01-497f-80bf-3472bb8bbba5,2af8ca3a-5400-444c-9bf8-c91baf2dc126,8,4.02257305510462
e19bd35b-78f2-41f4-b0a8-d05a8349b240,d803ae76-14ab-415e-84d2-33150a903ee1,19,3.0601708813385
b4f8caa9-d475-42f0-8c23-2b7354772322,cc43f360-f64d-4f37-9144-436e7d7dcff1,17,1.14497981772059
5bcd3c75-8a2f-4888-becf-b6e43460d285,53e834ce-c0b8-486c-8f3a-5184117b97f7,4,4.11035733940562
a6321a14-e6e5-458c-9ad1-9a51fe19a111,acdc1f17-1924-45d5-b9f1-1fbfe7127fe9,25,0.352659628285402
7066d203-9770-4a09-8258-b11e40cc8e5d,e4c27eea-a2ba-47e5-8764-8418cd568773,13,0.675111636694107
d68dec23-3ec5-4e20-b2ff-9843331215c2,68eaa13f-a1e7-44ac-9533-155f9426f70b,1,0.239157129516433
bed9e94c-2818-423c-8241-46c57f3ce49d,1f0b972d-4456-4a29-8119-ec4f398cc00b,12,1.99488036413439
5f94ac88-2b4a-4b8a-8791-9f08452a1308,1a2c10f1-c16e-47da-b7aa-e92ba236d8ff,17,0.353092914471912
63d14aed-3d60-41c3-a91f-13045d302d7e,6e6cf75c-a14d-4ebc-8bd1-fa27dc45e275,6,4.4245380508362
8dea4b6e-3645-4127-9ddd-e54da13c3106,188fb50d-4f48-4063-9508-c980e7817d49,22,3.69177680620541
bf96ddf7-2267-48ab-b0d7-7faa7caa6361,273a19ac-f9c4-4dd8-97c1-ed18b11aa6a8,25,0.964207097731627
266d3f4f-bed6-4595-a339-a8e0cdd47825,7825736c-6383-4f02-82fd-809a2d5735f6,27,4.19381261751699
