id,forager_id,item_id,kg
48c08d62-22ff-4235-98a1-647bd2f61c4a,2ca7c3e5-2c97-4e93-83f4-6645ceed4a38,16,1.88589613027214
37f037dd-a59d-4665-8cdd-0e5b23e66808,1b0efcaf-b126-447b-bb5d-f59ffc7525c8,20,1.88859612987777
08fca91e-56b3-45bd-af5d-91ff311b8fbe,d04d1b80-e289-40ef-915b-738b4f7c1c4c,27,0.123075013897882
c8358e63-8262-4126-aa3e-14e408fcf070,720fabc6-fa10-43cf-ab77-c3f2f1ffca28,19,1.13622020736161
d2c31659-1cd7-42a1-92fe-fe5600c21f3c,278e7327-f38e-4bbc-8c30-becbb5d4aa53,8,1.72700631265855
38627d9a-8bdd-4aad-8650-4494b40fd239,53739f01-2fc3-4c55-9919-9461a8fc32a8,4,4.44520926761683
35617450-9aae-4649-8b05-bb9464eb6d0e,03903df2-3b03-4711-915b-849076da3f13,15,1.91422316320903
8509674b-9c6a-406b-91b8-548b5d7a9295,4cf5f226-1e25-4fa5-9bfd-4249db8c1528,23,0.548339944914142
95e676ec-553d-491a-a7dc-ce3651d0cf11,79e83fb1-397e-48ac-bf2d-a0b9e6f3b3a7,7,0.572102798741359
eb72f8d2-7136-4def-83f3-71788761c4e0,5e0aa1f4-3443-444d-aa57-fcdb5e4c4f27,1,2.97246273498631
1f353d2a-0c01-41bd-81a1-9715e296a7e5,4c2e8e1c-80cb-4c3e-bcd2-26910e77f8b7,8,3.60926039671025
1a9f7ef5-f49d-403e-bebd-f7b8e3b1dd7f,1c954b32-f6c5-4b14-a69c-feed987f2843,18,0.172473215438646
f37f5c34-02a8-4c87-bef8-3fc552a6510c,7be1923b-63f2-4550-9059-7ea044decdf8,14,2.95067924431091
3d2e6513-6071-4ff7-8738-f51c02f5879f,ee845e5f-bc63-4b43-aec6-ad7d2f0b8d0e,23,4.9800854128227
4894a1ce-e3aa-4210-9c4b-9c8410c456a1,2080e37d-912a-45cf-9f02-e3998cebfae4,10,1.95878231043871
8f991e7f-6ae8-4cf8-98da-870d24d84e3a,efc26499-a37b-401a-af5b-94014540af87,17,2.7699346083542
ab467a6b-76ac-430c-a294-22406c432987,362be4b9-f8d2-4429-b895-0195a3d4ac2d,6,4.74961030737013
41b2b2c7-fd18-4276-88d1-82343f87a502,3725d25d-c8c4-415b-b1a8-c4480102ea65,8,2.91072175726794
eea76083-2d75-4676-99cd-c49daa0c14c2,9faefcea-d7e6-4e51-af02-66be489dfd34,12,2.22062062561541
e38758bc-c8e1-4782-912e-af3c75f0af39,cbe798a7-e238-4cd0-aeaa-4cd9aef71d7e,15,3.36215827989492
851009ef-acc1-4fa6-a637-34e9a0c86628,b51f9270-10a1-47d1-9166-6152e3e26fde,16,1.30655912962116
4405e63c-15b8-45e9-8912-44adbc265b0d,06bf6315-90ea-4bd2-bfdb-2683e93011d6,10,3.23337329688173
e08b3e9e-414f-4632-add3-56741521dd2c,f04fa212-a539-4ffe-ae97-f9ac40351359,26,0.470853310623604
a6517529-4b77-4c0c-a630-0647d32c8c5f,85fd84d8-3873-48ee-a86c-8af359c9d5e3,15,3.34030547088026
278260b1-5957-4f4b-b07e-18eaf72a07c3,50d94ea6-a202-42e8-9ece-76724e7444a3,4,4.64311791786138
94dfa9b5-6f04-4ab0-8e35-4aa1a00b60fc,df1da132-de8c-4fac-9567-14ab38f1070d,3,4.67035244422516
3dfd8d40-7c21-4822-a06c-9fb7a8f0d4c4,a94803e1-3bf1-415f-af59-9c87e580213a,10,3.89768498884406
dea7b9d1-fe4b-4193-9b4e-0725a952a24e,f5921cc0-2dac-48e8-944c-5c021ce11a56,4,2.39352595158551
1db65ae9-4f6e-4ac4-b08c-ef959a1cf3fc,27e40baa-544f-43fb-8570-e5867833a994,10,3.51205677642117
40622a43-d1d2-42af-ab00-34c5236bb655,cf7e078b-36b0-42f2-8936-ba72787694aa,14,0.224725988192822
3d81de4b-cb4a-4843-9885-54116ea7195d,4ad58736-d8b8-4b9a-99d5-4a7c2cfd98ff,16,1.76849208840564
b3663627-cfb6-4fe2-9352-9c5d313b8a53,6dff5ef4-e44b-4ac7-9c57-42ffa0813f8c,10,3.94447609253436
f38180f4-6cbf-43dd-be40-b84207a49a6b,cb6fce1a-51cc-43b1-a505-e0c15f491efa,13,4.20245349588918
5f4f4cf7-fbf0-40ae-94ba-5867ac3344d0,545fd51b-b89e-48fc-8f23-3fb526db4bb5,15,3.56617219199714
