id,forager_id,item_id,kg
c3f81d39-aae1-408a-ad8c-53feaaae1d81,4367e23f-fade-41bc-a60f-537ac98b36f8,8,1.33266425506802
a1df0b6b-6597-4745-9af8-93cba3d3697b,73e86bd0-9e04-4427-b687-8180b29e6d57,13,3.75432987392616
af65bd07-2486-497f-8fc2-f486d538faa0,0070f772-0462-42d7-9e0a-ce94ad65e2e2,17,2.40178391900928
a5f8eeed-3802-42ab-8619-d4a6323f5dde,6dff5ef4-e44b-4ac7-9c57-42ffa0813f8c,1,1.66741653409201
3089aa8a-87eb-4160-88ef-464ba4cb823f,41b867ec-593d-421c-9896-7617016bbb44,1,4.34718074232674
9ba12240-6a03-47f4-a74d-19a6e237fe47,ae079d2f-c031-4513-b512-828785a98373,27,1.81861452363367
9f6f1dc0-7d2e-4552-8d4b-207851f8eaa3,e3008ef0-4131-4edd-af9f-e923f0abb9c3,11,1.64271478836551
9b083c2c-a2e2-40c1-88a0-c0c967991e42,2903ca63-350f-4b97-97e0-50d758f92eee,22,2.2265453855165
da64741b-d887-4fcd-82af-206c6a3dc200,b3e85bc1-b868-4267-a225-eea000585f1c,4,3.46544781381518
c7aa1e73-b11c-4d2f-8fe9-5bb9cef573de,0ffc0532-8976-4859-af6e-fedbe192fca7,27,0.447697073755645
30ad0a7c-6c83-4e4a-af48-84df386bd745,41059b98-4d60-4525-9326-364c3badd1a4,27,0.915042469564379
66ccb336-7b2c-4373-b1fd-69e78259d41c,bd37b3aa-ff34-44d9-bd3d-3a5a54753660,12,3.67535537964448
1f34423a-33ae-4515-b372-97ebdd245171,d803ae76-14ab-415e-84d2-33150a903ee1,23,4.86758799039181
74644be7-b100-436e-b21d-2bfc97546782,e1b33038-c9d9-443e-b0b5-987e9abb6807,15,5.07366078895222
a4e842a2-2241-4590-ab1f-0b05b5969efa,d7ed71da-43c4-4472-aed8-565652345f24,3,1.31448274525557
c92defc7-c857-4a4c-bede-d77ed24826b4,683de358-17e9-452d-8e5c-1281aba6c7af,17,4.28327673765983
246e331c-b2fc-41d9-acd5-b17d93c7da31,f5921cc0-2dac-48e8-944c-5c021ce11a56,5,4.67958935740385
6061bce5-623d-4b89-b134-e4e787aa9d54,13380216-1d8d-49e3-9da2-ef58a2025cb1,7,3.58673344519303
